area,perimeter,eccentricity,solidity,contrast,homogeneity,energy,correlation,label,split
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notumor,test
